report_month,report_year,insurer_sno,insurer,category,premium_month_cr,premium_ytd_cr,premium_month_py_cr,premium_ytd_py_cr,premium_ytd_var_pct,policies_month,policies_ytd,policies_month_py,policies_ytd_py,policies_ytd_var_pct,source_file,date,is_aggregate_row
January,2021,,PRIVATE,Group Non Single Premium,24.17,236.31,24.13,145.18,62.77,15.0,254.0,31.0,294.0,-13.61,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,,PRIVATE,Group Single Premium,2130.62,22962.42,1762.86,19899.79,15.39,92.0,815.0,122.0,1009.0,-19.23,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,,PRIVATE,Group Yearly Renewable Premium,410.9,4270.84,352.7,3822.25,11.74,531.0,4926.0,430.0,4587.0,7.39,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,,PRIVATE,Individual Non Single Premium,4416.83,31660.46,4159.99,33402.04,-5.21,627250.0,5240527.0,630700.0,5481970.0,-4.4,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,,PRIVATE,Individual Single Premium,1263.54,10157.99,852.41,7178.91,41.5,21728.0,154528.0,14173.0,169050.0,-8.59,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,,PRIVATE,Total,8246.06,69288.01,7152.09,64448.17,7.51,649616.0,5401050.0,645456.0,5656910.0,-4.52,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Total,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,2.5,13.83,3.74,11.85,16.68,0.0,2.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,450.18,6485.32,249.77,4493.15,44.34,11.0,131.0,8.0,77.0,70.13,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,24.75,286.91,27.11,168.26,70.52,23.0,292.0,28.0,545.0,-46.42,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1174.83,7580.49,1173.34,8330.66,-9.0,171297.0,1234475.0,158059.0,1287452.0,-4.11,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,222.89,1947.03,141.42,1378.59,41.23,4423.0,36811.0,2988.0,27094.0,35.86,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Total,1875.16,16313.58,1595.38,14382.51,13.43,175754.0,1271711.0,161083.0,1315168.0,-3.3,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Single Premium,20.89,115.58,13.59,158.51,-27.08,0.0,3.0,0.0,5.0,-40.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,9.18,85.29,1.14,11.97,612.33,9.0,98.0,2.0,12.0,716.67,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,40.59,358.17,36.4,355.06,0.87,27607.0,206759.0,23593.0,210333.0,-1.7,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,5.21,42.58,2.54,30.75,38.48,135.0,1189.0,121.0,1651.0,-27.98,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Total,75.87,601.61,53.67,556.29,8.15,27751.0,208049.0,23716.0,212001.0,-1.86,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.05,1.01,0.15,1.43,-29.34,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,18.17,109.11,9.09,66.78,63.38,0.0,2.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,8.14,92.7,1.14,29.96,209.45,1.0,14.0,0.0,13.0,7.69,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,53.32,477.4,39.44,435.36,9.66,8510.0,69601.0,5590.0,61725.0,12.76,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,29.37,157.13,11.67,75.03,109.41,403.0,2871.0,248.0,1626.0,76.57,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Total,109.06,837.35,61.5,608.56,37.6,8914.0,72488.0,5838.0,63364.0,14.4,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.73,45.42,16.8,61.77,-26.47,0.0,43.0,10.0,65.0,-33.85,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,4.7,20.74,2.44,33.65,-38.36,0.0,1.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,43.79,78.05,1.17,19.87,292.77,48.0,234.0,18.0,140.0,67.14,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,276.98,2338.51,263.96,2021.6,15.68,34254.0,334605.0,46749.0,368738.0,-9.26,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,28.21,516.06,42.48,362.73,42.27,232.0,3185.0,266.0,2255.0,41.24,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Total,354.41,2998.78,326.85,2499.61,19.97,34534.0,338068.0,47043.0,371198.0,-8.93,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
February,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.47,58.53,0.76,4.87,1101.83,0.0,1.0,0.0,2.0,-50.0,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Single Premium,173.88,2019.54,251.58,1519.72,32.89,7.0,55.0,9.0,88.0,-37.5,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,7.19,67.67,7.84,72.23,-6.32,9.0,419.0,35.0,529.0,-20.79,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,164.07,1583.69,145.32,1479.32,7.06,20474.0,219101.0,21976.0,230854.0,-5.09,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,14.75,121.73,7.16,100.07,21.65,183.0,1770.0,146.0,2741.0,-35.43,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Total,360.37,3851.17,412.66,3176.21,21.25,20673.0,221346.0,22166.0,234214.0,-5.49,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.05,0.0,0.33,-85.58,0.0,5.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,17.75,104.03,12.75,126.89,-18.01,0.0,0.0,0.0,2.0,-100.0,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,32.7,215.6,20.75,242.29,-11.01,4180.0,29876.0,3076.0,39273.0,-23.93,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,22.13,211.17,12.68,120.03,75.93,523.0,5508.0,425.0,4086.0,34.8,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Total,72.58,530.85,46.19,489.54,8.44,4703.0,35389.0,3501.0,43361.0,-18.39,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.28,1.34,0.08,1.21,10.76,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1.23,2.21,0.3,2.55,-13.22,0.0,0.0,0.0,1.0,-100.0,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,3.13,49.23,4.12,87.6,-43.8,8.0,122.0,6.0,35.0,248.57,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,23.26,115.0,12.91,102.46,12.23,2819.0,17069.0,1958.0,17800.0,-4.11,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.36,10.94,0.93,8.25,32.66,156.0,454.0,258.0,733.0,-38.06,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Total,29.27,178.72,18.34,202.07,-11.55,2983.0,17645.0,2222.0,18569.0,-4.98,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,67.5,382.27,33.53,293.38,30.3,0.0,17.0,8.0,107.0,-84.11,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,1.17,73.94,16.2,110.02,-32.79,-2.0,391.0,83.0,818.0,-52.2,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,535.91,3881.82,404.68,3430.0,13.17,58773.0,541814.0,55812.0,521472.0,3.9,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,127.22,1275.66,105.45,974.77,30.87,471.0,4809.0,213.0,1741.0,176.22,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Total,731.8,5613.69,559.85,4808.17,16.75,59242.0,547031.0,56116.0,524138.0,4.37,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,-8.1,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,405.37,2825.36,254.64,2672.27,5.73,1.0,55.0,0.0,47.0,17.02,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,13.19,167.51,13.73,164.48,1.84,25.0,130.0,1.0,36.0,261.11,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,267.24,1983.33,186.45,1684.3,17.75,39374.0,364438.0,31481.0,275422.0,32.32,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,7.07,45.07,6.3,72.31,-37.67,123.0,869.0,45.0,440.0,97.5,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Total,692.86,5021.27,461.12,4593.36,9.32,39523.0,365492.0,31527.0,275945.0,32.45,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,0.0,5.23,0.0,1.08,383.71,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,1.58,20.04,1.01,14.49,38.26,10.0,85.0,6.0,99.0,-14.14,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,1.21,32.79,5.87,64.08,-48.83,794.0,13486.0,1575.0,20597.0,-34.52,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.05,0.57,0.06,2.35,-75.6,3.0,25.0,2.0,15036.0,-99.83,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,2.85,58.63,6.94,82.0,-28.5,807.0,13596.0,1583.0,35732.0,-61.95,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,17.24,113.62,13.53,180.0,-36.88,4.0,15.0,4.0,13.0,15.38,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.14,2.63,0.0,0.0,,0.0,3.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,55.89,455.45,51.94,533.82,-14.68,10103.0,93306.0,12137.0,185382.0,-49.67,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.94,80.27,2.76,36.92,117.41,45.0,2813.0,2006.0,7272.0,-61.32,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,76.21,651.98,68.23,750.73,-13.15,10152.0,96137.0,14147.0,192667.0,-50.1,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.45,3.28,0.46,6.38,-48.67,0.0,2.0,0.0,3.0,-33.33,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,28.17,628.01,7.06,334.31,87.86,2.0,11.0,0.0,10.0,10.0,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.61,140.39,0.58,84.94,65.28,9.0,67.0,1.0,8.0,737.5,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,132.08,772.55,86.58,869.08,-11.11,17970.0,148101.0,13017.0,135760.0,9.09,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,23.67,386.46,25.42,83.83,361.0,198.0,3330.0,93.0,473.0,604.02,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Total,186.99,1930.69,120.1,1378.53,40.05,18179.0,151511.0,13111.0,136254.0,11.2,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.15,2.86,0.1,6.03,-52.62,0.0,0.0,0.0,2.0,-100.0,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,2.07,12.47,2.68,18.34,-32.0,0.0,0.0,0.0,4.0,-100.0,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.05,4.72,1.73,10.66,-55.71,1.0,29.0,2.0,44.0,-34.09,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,41.13,322.39,37.38,290.43,11.01,6643.0,63694.0,8494.0,69106.0,-7.83,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.2,5.87,1.33,8.64,-32.1,1979.0,4387.0,1196.0,3469.0,26.46,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Total,43.6,348.31,43.21,334.09,4.26,8623.0,68110.0,9692.0,72625.0,-6.22,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,3.3,17.17,18.34,26.05,-34.08,1.0,22.0,7.0,40.0,-45.0,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.08,0.59,0.05,0.42,40.39,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,9.54,53.58,6.77,67.96,-21.16,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,59.5,459.59,66.85,585.89,-21.56,12917.0,123952.0,16464.0,170956.0,-27.49,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,10.25,76.76,2.77,103.19,-25.62,148.0,1098.0,69.0,2166.0,-49.31,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Total,82.66,607.7,94.78,783.51,-22.44,13066.0,125072.0,16540.0,173162.0,-27.77,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,12.05,59.0,9.65,68.54,-13.93,0.0,5.0,0.0,3.0,66.67,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,23.32,72.46,3.05,305.76,-76.3,2.0,25.0,3.0,42.0,-40.48,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,35.97,249.47,41.24,317.56,-21.44,5225.0,43035.0,6879.0,58927.0,-26.97,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.28,2.64,0.26,4.8,-44.88,18.0,130.0,27.0,302.0,-56.95,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,71.61,383.57,54.2,696.67,-44.94,5245.0,43195.0,6909.0,59274.0,-27.13,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,988.3,8361.49,733.34,7245.61,15.4,17.0,151.0,231.0,383.0,-60.57,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,44.85,212.23,39.2,395.12,-46.29,9.0,75.0,10.0,219.0,-65.75,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,591.85,5634.63,502.73,5101.3,10.45,79224.0,809015.0,80048.0,769195.0,5.18,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,270.94,3042.83,305.14,2593.96,17.3,3574.0,35856.0,3601.0,35657.0,0.56,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Total,1895.94,17251.18,1580.41,15336.0,12.49,82824.0,845097.0,83890.0,805454.0,4.92,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.02,0.02,0.0,0.0,,1.0,1.0,0.0,0.0,,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,287.91,1853.05,228.63,1915.12,-3.24,2.0,71.0,21.0,141.0,-49.65,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,431.15,2506.99,1172.46,2178.17,15.1,256.0,2516.0,114.0,1425.0,76.56,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,580.9,4283.3,570.05,6041.68,-29.1,61742.0,542441.0,71747.0,687984.0,-21.15,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,437.05,2231.72,172.74,1229.79,81.47,3911.0,23903.0,1943.0,16582.0,44.15,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
February,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,1737.03,10875.07,2143.88,11364.77,-4.31,65912.0,568932.0,73825.0,706132.0,-19.43,raw_files/DetailedReportofNB__4_.xls,2021-02-01,False
